name,Inf_0,Inf_1,Inf_2,Inf_3,Inf_4,Inf_5,Inf_6,Inf_7,Inf_8,Inf_9,Inf_10,Inf_11,Inf_12
абортировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
адъютантствовать,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
акцептоваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
акционировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
акционироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
анатомироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
аннигилироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
архивировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
архивироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
аудировать,нес,пер,,НБI9у,П1,Пв1,,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
аэрировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
бактеризовать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
балластироваться,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
барыжничать,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
бередиться,нес,неп,,НБII3ж,П1,Пв2!,,ПНД1,,ППД1в,,ДН1,ДП1
беспамятствовать,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
беспредельничать,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
бздеть,нес,неп,,НБII3-,П1,Пв2!,,ПНД1,,ППД1в,,ДН1,ДП1
блевануть,сов,неп,,НБI4,П1,Пв2,С,,,ППД2в,,,ДП1
блефануть,сов,неп,,НБI4,П1,Пв2,С,,,ППД2в,,,ДП1
борзеть,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
борониться,нес,неп,,НБII2,П1,Пв2!,,ПНД1,,ППД1в,,ДН1,ДП1
бортануться,сов,неп,,НБI4,П1,Пв2,С,,,ППД2в,,,ДП1
брикетироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
бузотерствовать,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
бунтарствовать,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
буровить,нес,неп,,НБII2л,П1,Пв3,,ПНД1,,ППД1в,,ДН1,ДП1
буторить,нес,пер,,НБII2,П1,Пв3,,ПНД1,ПНС2,ППД1в,ППС2,ДН1,ДП1
бутузить,нес,пер,,НБII3ж,П1,Пв3,,ПНД1,ПНС2,ППД1в,,ДН1,ДП1
вакцинироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
валандаться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
вворачиваться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
ветировать,нес,пер,,НБI9у,П1,Пв1,,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
ветренеть,нес,неп,б,НБI3-,П1-,Пв1-,,,,,,,
влупить,сов,неп,,НБII2л,П1,Пв2!,С,,,ППД1в,,,ДП2
волонтерствовать,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
воспалить,сов,пер,,НБII2,П1,Пв2!,С,,,ППД1в,ППС2,,ДП2
востребоваться,сов,неп,,НБI9у,П1,Пв1,С,,,ППД1в,,,ДП1
впрядать,нес,пер,,НБI3,П1,Пв1,,ПНД1,ПНС1,ППД1в,,ДН1,ДП1
впрядаться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
впрясться,сов,неп,,НБI4д,П5,Пв2,С,,,ППД1в,,,ДП2
втюриваться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
втюхать,сов,пер,,НБI3,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
втюхивать,нес,пер,,НБI3,П1,Пв1,,ПНД1,ПНС1,ППД1в,,ДН1,ДП1
втюхиваться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
выеживаться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
выкруживать,нес,пер,,НБI3,П1,Пв1,,ПНД1,ПНС1,ППД1в,,ДН1,ДП1
выкружить,сов,пер,,НБII1,П1,Пв2!,С,,,ППД1в,ППС2,,ДП3
выкрутасничать,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
выпендрежничать,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
выпотрашиваться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
высмаркивать,нес,пер,,НБI3,П1,Пв1,,ПНД1,ПНС1,ППД1в,,ДН1,ДП1
высмаркиваться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
вычленяться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
выщелкнуться,сов,неп,,НБI4,П1,Пв2,С,,,ППД2в,,,ДП1
гавкнуться,сов,неп,,НБI4,П1,Пв2,С,,,ППД2в,,,ДП1
гваздаться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
глаголать,нес,пер,,НБI5,П1,Пв3,,ПНД1,ПНС1,ППД1в,,ДН1,ДП1
глобализировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
глобализироваться,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
глючить,нес,неп,,НБII1,П1,Пв3,,ПНД1,,ППД1в,,ДН2,ДП1
гостевать,нес,неп,,НБI9ю,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
графствовать,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
гурманствовать,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
давануть,сов,пер,,НБI4,П1,Пв2,С,,,ППД2в,,,ДП1
деаэрировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
девичествовать,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
дезактивироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
декадентствовать,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
декриминализировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
декриминализироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
делывать,нес,пер,,,П1,,,,,ППД1в,,,ДП1
дембельнуться,сов,неп,,НБI4,П1,Пв2,С,,,ППД2в,,,ДП1
демилитаризировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
демонизировать,нес,пер,,НБI9у,П1,Пв1,,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
демпфироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
деноминировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
деноминироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
деперсонализировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
деперсонализироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
деполитизироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
дестабилизироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
дефлорировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
динамить,нес,пер,,НБII2л,П1,Пв3,,ПНД1,ПНС2,ППД1в,,ДН1,ДП1
дирижироваться,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
диспансеризовать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
дистанцироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
добросаться,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
доверчивать,нес,пер,,НБI3,П1,Пв1,,ПНД1,ПНС1,ППД1в,,ДН1,ДП1
доверчиваться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
догибать,нес,пер,,НБI3,П1,Пв1,,ПНД1,ПНС1,ППД1в,,ДН1,ДП1
догнуть,сов,пер,,НБI4,П1,Пв2,С,,,ППД2в,ППС3,,ДП1
догоняться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
догоняться,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
додоить,сов,пер,,НБII2,П1,Пв2!,С,,,ППД1в,ППС2,,ДП2
дозаседаться,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
докарябать,сов,пер,,НБI3,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
докраситься,сов,неп,,НБII3ш,П1,Пв3,С,,,ППД1в,,,ДП2
докумекать,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
долбануться,сов,неп,,НБI4,П1,Пв2,С,,,ППД2в,,,ДП1
домерять,нес,пер,,НБI3,П1,Пв1,,ПНД1,ПНС1,ППД1в,,ДН1,ДП1
домушничать,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
допетрить,сов,неп,,НБII2,П1,Пв2!,С,,,ППД1в,,,ДП2
доплавить,сов,пер,,НБII2л,П1,Пв3,С,,,ППД1в,ППС2,,ДП2
доплакать,сов,неп,,НБI6ч,П1,Пв3,С,,,ППД1в,,,ДП1
доплакаться,сов,неп,,НБI6ч,П1,Пв3,С,,,ППД1в,,,ДП1
доползаться,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
допринимать,сов,пер,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
дорисоваться,сов,неп,,НБI9у,П1,Пв1,С,,,ППД1в,,,ДП1
доскрипеть,сов,неп,,НБII2л,П1,Пв2!,С,,,ППД1в,,,ДП2
досмешить,сов,пер,,НБII1,П1,Пв2!,С,,,ППД1в,,,ДП3
досниматься,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
достукать,сов,пер,,НБI3,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
дотребовать,сов,пер,,НБI9у,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
дотрепаться,сов,неп,,НБI5л&I-II1,П1,Пв2|2,С(2),,,ППД1в,,,ДП1
дотумкать,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
дотыкать,сов,пер,,НБI3&6ч,П1,Пв1|3,С(2),,,ППД1в,ППС1,,ДП1
дохвалить,сов,пер,,НБII2,П1,Пв2!,С,,,ППД1в,ППС2,,ДП2
дохвастать,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
дохвататься,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
дохихикать,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
дохлестаться,сов,неп,,НБI8щ,П1,Пв2,С,,,ППД1в,,,ДП1
дристать,нес,неп,,НБI8щ,П1,Пв2,,ПНД1,,ППД1в,,ДН2,ДП1
жахнуться,сов,неп,,НБI4,П1,Пв2,С,,,ППД2в,,,ДП1
жмотиться,нес,неп,,НБII3ч,П1,Пв3,,ПНД1,,ППД1в,,ДН1,ДП1
жопить,нес,пер,,НБII2л,П1,Пв3,,ПНД1,ПНС2,ППД1в,,ДН1,ДП1
жопиться,нес,неп,,НБII2л,П1,Пв3,,ПНД1,,ППД1в,,ДН1,ДП1
заархивировать,сов,пер,,НБI9у,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
забалдеть,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
забанить,сов,пер,,НБII2,П1,Пв3,С,,,ППД1в,ППС2,,ДП2
забибикать,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
завихряться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
завякать,сов,пер,,НБI3,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
загазовать,сов,пер,,НБI9у,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
заглючить,сов,неп,,НБII1,П1,Пв3,С,,,ППД1в,,,ДП3
задекларировать,сов,пер,,НБI9у,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
задокументировать,сов,пер,,НБI9у,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
зажопить,сов,пер,,НБII2л,П1,Пв3,С,,,ППД1в,ППС2,,ДП2
закадрить,сов,пер,,НБII2,П1,Пв2!,С,,,ППД1в,ППС2,,ДП2
закимарить,сов,неп,,НБII2,П1,Пв3,С,,,ППД1в,,,ДП2
закодироваться,сов,неп,,НБI9у,П1,Пв1,С,,,ППД1в,,,ДП1
заколбасить,сов,пер,,НБII3ш,П1,Пв3,С,,,ППД1в,ППС2,,ДП2
закомплексовать,сов,неп,,НБI9у,П1,Пв1,С,,,ППД1в,,,ДП1
закорешиться,сов,неп,,НБII1,П1,Пв2!,С,,,ППД1в,,,ДП3
залупаться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
замаривать,нес,пер,,НБI3,П1,Пв1,,ПНД1,ПНС1,ППД1в,,ДН1,ДП1
заматериться,сов,неп,,НБII2,П1,Пв2!,С,,,ППД1в,,,ДП2
замитинговать,сов,неп,,НБI9у,П1,Пв1,С,,,ППД1в,,,ДП1
замуслякать,сов,пер,,НБI3,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
заныкаться,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
занюнить,сов,неп,,НБII2,П1,Пв3,С,,,ППД1в,,,ДП2
запаролить,сов,пер,,НБII2,П1,Пв3,С,,,ППД1в,ППС2,,ДП2
заполоть,сов,пер,,НБI5,П1,Пв2,С,,,ППД1в,ППС3,,ДП1
запрыщаветь,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
зарегламентировать,сов,пер,,НБI9у,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
зарешечивать,нес,пер,,НБI3,П1,Пв1,,ПНД1,ПНС1,ППД1в,,ДН1,ДП1
зарешечиваться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
засандаливать,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
засандалить,сов,неп,,НБII2,П1,Пв3,С,,,ППД1в,,,ДП2
засирать,нес,пер,,НБI3,П1,Пв1,,ПНД1,ПНС1,ППД1в,,ДН1,ДП1
заскромничать,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
заскрытничать,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
засопливеть,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
заталдычить,сов,пер,,НБII1,П1,Пв3,С,,,ППД1в,ППС2,,ДП3
затерроризировать,сов,пер,,НБI9у,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
затихарить,сов,пер,,НБII2,П1,Пв2!,С,,,ППД1в,ППС2,,ДП2
затихариться,сов,неп,,НБII2,П1,Пв2!,С,,,ППД1в,,,ДП2
затрахаться,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
затрахивать,нес,пер,,НБI3,П1,Пв1,,ПНД1,ПНС1,ППД1в,,ДН1,ДП1
затюкивать,нес,пер,,НБI3,П1,Пв1,,ПНД1,ПНС1,ППД1в,,ДН1,ДП1
зауживаться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
захамить,сов,неп,,НБII2л,П1,Пв2!,С,,,ППД1в,,,ДП2
захапываться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
захвататься,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
зацеловываться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
зацикливаться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
зациклиться,сов,неп,,НБII2,П1,Пв2!,С,,,ППД1в,,,ДП2
зачаться,сов,неп,,НБI4н,П1,Пв2,,ПНД1,,ППД1в,,,ДП1
зачертиться,сов,неп,,НБII3ч,П1,Пв2!,С,,,ППД1в,,,ДП2
зашвыркать,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
заэкранировать,сов,пер,,НБI9у,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
здоровкаться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
зомбироваться,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
зырить,нес,пер,,НБII2,П1,Пв3,,ПНД1,,ППД1в,ППС2,ДН1,ДП1
измазюкать,сов,пер,,НБI3,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
измазюкаться,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
измуслякать,сов,пер,,НБI3,П1,Пв1,С,,,ППД1в,ППС1,,ДП1
изныться,сов,неп,,НБI5о,П1,Пв1,С,,,ППД1в,,,ДП1
имплантировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
индексироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
индуцировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
индуцироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
инспектироваться,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
инсталлировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
инсталлироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
инструментоваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
испереживаться,сов,неп,,НБI3,П1,Пв1,С,,,ППД1в,,,ДП1
кадрить,нес,пер,,НБII2,П1,Пв2!,,ПНД1,ПНС2,ППД1в,ППС2,ДН1,ДП1
кадриться,нес,неп,,НБII2,П1,Пв2!,,ПНД1,,ППД1в,,ДН1,ДП1
кайфануть,сов,неп,,НБI4,П1,Пв2,С,,,ППД2в,,,ДП1
какаться,нес,неп,,НБI3,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
камуфлироваться,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
канализовать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
картировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
картироваться,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
катануть,сов,пер,,НБI4,П1,Пв2,С,,,ППД2в,,,ДП1
квотировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
квотироваться,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
кернить,нес,пер,,НБII2,П1,Пв2!,,ПНД1,ПНС2,ППД1в,ППС2,ДН1,ДП1
керосинить,нес,неп,,НБII2,П1,Пв3,,ПНД1,,ППД1в,,ДН1,ДП1
кимарить,нес,неп,,НБII2,П1,Пв3,,ПНД1,,ППД1в,,ДН1,ДП1
клинить,нес,неп,,НБII2,П1,Пв3,,ПНД1,,ППД1в,,ДН1,ДП1
клонироваться,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
колбасить,нес,пер,,НБII3ш,П1,Пв3,,ПНД1,ПНС2,ППД1в,,ДН1,ДП1
колбаситься,нес,неп,,НБII3ш,П1,Пв3,,ПНД1,,ППД1в,,ДН1,ДП1
коммерциализировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
коммерциализироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
компьютеризировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
компьютеризироваться,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
конать,нес,пер,,НБI3,П1,Пв1,,ПНД1,ПНС1,ППД1в,,ДН1,ДП1
коннектиться,нес,неп,,НБII3ч,П1,Пв2!,,ПНД1,,ППД1в,,ДН1,ДП1
контачить,нес,неп,,НБII1,П1,Пв3,,ПНД1,,ППД1в,,ДН2,ДП1
конфронтировать,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
корешевать,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
корешить,нес,неп,,НБII1,П1,Пв2!,,ПНД1,,ППД1в,,ДН2,ДП1
корешиться,нес,неп,,НБII1,П1,Пв2!,,ПНД1,,ППД1в,,ДН2,ДП1
коррелировать,нес,неп,,НБI9у,П1,Пв1,,ПНД1,,ППД1в,,ДН1,ДП1
костить,нес,пер,,НБII5щ,П1,Пв2!,,ПНД1,ПНС2,ППД1в,ППС2,ДН1,ДП1
крезануться,сов,неп,,НБI4,П1,Пв2,С,,,ППД2в,,,ДП1
криминализировать,2в,пер,,НБI9у,П1,Пв1,С,ПНД1,ПНС1,ППД1в,ППС1,ДН1,ДП1
криминализироваться,2в,неп,,НБI9у,П1,Пв1,С,ПНД1,,ППД1в,,ДН1,ДП1
